%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
66, -2.47, -0.56, -0.74, -1.85, -0.50, -0.31, -1.74, 1.10, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154180977, 0, 04:36:20.977
67, -2.40, -0.68, 0.19, -2.54, 0.08, -0.13, -0.84, 0.85, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154180981, 0, 04:36:20.981
68, -1.86, -1.09, 1.00, -2.79, 0.42, 0.12, 0.14, 0.05, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154180985, 0, 04:36:20.985
69, -0.96, -1.35, 1.40, -2.68, 0.58, 0.52, 1.02, -0.70, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154180989, 0, 04:36:20.989
70, 0.06, -1.58, 1.63, -2.19, 0.45, 0.84, 1.69, -1.67, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154180993, 0, 04:36:20.993
71, 1.03, -1.26, 1.50, -1.49, 0.05, 0.89, 2.00, -2.33, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154180997, 0, 04:36:20.997
72, 1.72, -0.79, 1.20, -0.68, -0.31, 0.74, 1.89, -2.81, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181001, 0, 04:36:21.001
73, 2.28, -0.06, 0.75, -0.09, -0.55, 0.34, 1.48, -2.81, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181005, 0, 04:36:21.005
74, 2.26, 0.90, 0.37, 0.32, -0.64, -0.46, 0.85, -2.51, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181009, 0, 04:36:21.009
75, 1.99, 1.75, 0.33, 0.60, -0.50, -1.10, 0.12, -1.84, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181013, 0, 04:36:21.013
76, 1.30, 2.48, 0.52, 0.54, -0.05, -1.83, -0.37, -0.92, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181017, 0, 04:36:21.017
77, 0.65, 2.87, 0.85, 0.35, 0.61, -2.09, -0.72, 0.06, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181021, 0, 04:36:21.021
78, -0.10, 2.77, 1.36, 0.07, 1.32, -2.23, -0.75, 0.88, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181025, 0, 04:36:21.025
79, -0.63, 2.45, 1.69, -0.04, 1.82, -1.82, -0.54, 1.53, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181029, 0, 04:36:21.029
80, -0.75, 1.71, 1.86, -0.04, 2.16, -1.12, -0.19, 1.76, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181033, 0, 04:36:21.033
81, -0.71, 0.70, 1.74, 0.27, 1.94, -0.17, 0.19, 1.54, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181037, 0, 04:36:21.037
82, -0.47, -0.16, 1.34, 0.75, 1.48, 0.89, 0.34, 1.31, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181041, 0, 04:36:21.041
83, 0.01, -0.91, 0.49, 1.49, 0.64, 1.67, 0.34, 0.92, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181045, 0, 04:36:21.045
84, 0.25, -1.30, -0.44, 2.09, -0.31, 2.22, 0.21, 0.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181049, 0, 04:36:21.049
85, 0.43, -1.42, -1.46, 2.56, -1.36, 2.25, -0.24, 0.46, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181053, 0, 04:36:21.053
86, 0.35, -1.22, -2.16, 2.66, -2.03, 2.13, -0.84, 0.59, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181057, 0, 04:36:21.057
87, -0.04, -0.73, -2.71, 2.39, -2.68, 1.56, -1.47, 0.86, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181061, 0, 04:36:21.061
88, -0.51, -0.35, -2.86, 1.70, -2.60, 0.91, -1.99, 1.30, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181065, 0, 04:36:21.065
89, -1.14, 0.07, -2.52, 0.81, -2.38, 0.38, -1.96, 1.60, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181069, 0, 04:36:21.069
90, -1.60, 0.09, -1.84, -0.42, -1.79, -0.07, -1.66, 1.87, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181073, 0, 04:36:21.073
91, -1.72, -0.09, -1.04, -1.26, -1.06, -0.28, -0.97, 1.78, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181077, 0, 04:36:21.077
92, -1.70, -0.34, -0.21, -1.94, -0.42, -0.20, -0.05, 1.43, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181081, 0, 04:36:21.081
93, -1.28, -0.82, 0.47, -2.29, -0.01, 0.03, 0.93, 0.73, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181085, 0, 04:36:21.085
94, -0.30, -1.22, 0.93, -2.32, 0.29, 0.35, 1.77, -0.17, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181089, 0, 04:36:21.089
95, 0.67, -1.43, 0.99, -1.90, 0.33, 0.43, 2.41, -1.14, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181093, 0, 04:36:21.093
96, 1.43, -1.46, 0.78, -1.38, 0.00, 0.55, 2.77, -2.03, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181097, 0, 04:36:21.097
97, 2.05, -1.05, 0.36, -0.73, -0.12, 0.29, 2.59, -2.67, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181101, 0, 04:36:21.101
98, 2.47, -0.39, 0.01, -0.14, -0.38, -0.38, 2.22, -2.87, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181105, 0, 04:36:21.105
99, 2.41, 0.38, -0.31, 0.18, -0.40, -1.19, 1.37, -2.54, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181109, 0, 04:36:21.109
100, 1.97, 1.25, -0.41, 0.22, -0.13, -1.97, 0.71, -1.89, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181113, 0, 04:36:21.113
101, 1.20, 1.96, -0.24, 0.06, 0.45, -2.59, 0.02, -1.15, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181117, 0, 04:36:21.117
102, 0.42, 2.23, 0.16, -0.29, 1.09, -2.87, -0.45, -0.36, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181121, 0, 04:36:21.121
103, -0.38, 2.06, 0.64, -0.55, 1.90, -2.96, -0.67, 0.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181125, 0, 04:36:21.125
104, -1.08, 1.57, 1.09, -0.80, 2.51, -2.58, -0.65, 0.95, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181129, 0, 04:36:21.129
105, -1.29, 0.95, 1.33, -0.80, 2.78, -1.81, -0.34, 1.09, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181133, 0, 04:36:21.133
106, -1.24, -0.06, 1.29, -0.52, 2.78, -0.84, -0.08, 0.88, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181137, 0, 04:36:21.137
107, -1.11, -0.98, 0.92, 0.06, 2.24, 0.31, 0.14, 0.58, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181141, 0, 04:36:21.141
108, -0.81, -1.65, 0.29, 0.74, 1.40, 1.17, -0.03, 0.20, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181145, 0, 04:36:21.145
109, -0.50, -2.08, -0.52, 1.29, 0.40, 1.89, -0.30, -0.15, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181149, 0, 04:36:21.149
110, -0.33, -1.95, -1.42, 1.75, -0.60, 2.08, -0.94, -0.35, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181153, 0, 04:36:21.153
111, -0.53, -1.75, -2.07, 2.02, -1.47, 1.98, -1.53, -0.21, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181157, 0, 04:36:21.157
112, -0.77, -1.17, -2.51, 1.68, -2.05, 1.56, -2.30, 0.10, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181161, 0, 04:36:21.161
113, -1.29, -0.70, -2.54, 1.19, -2.18, 1.00, -2.53, 0.68, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181165, 0, 04:36:21.165
114, -1.71, -0.20, -2.00, 0.39, -1.99, 0.52, -2.74, 1.12, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181169, 0, 04:36:21.169
115, -2.20, -0.03, -1.33, -0.56, -1.58, 0.17, -2.58, 1.37, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181173, 0, 04:36:21.173
116, -2.25, -0.02, -0.44, -1.47, -0.96, 0.18, -1.81, 1.39, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181177, 0, 04:36:21.177
117, -2.15, -0.26, 0.46, -2.09, -0.37, 0.26, -0.88, 1.17, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181181, 0, 04:36:21.181
118, -1.48, -0.60, 1.27, -2.28, 0.00, 0.63, 0.18, 0.53, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181185, 0, 04:36:21.185
119, -0.60, -0.91, 1.75, -2.35, 0.08, 0.95, 1.18, -0.28, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181189, 0, 04:36:21.189
120, 0.39, -1.07, 1.77, -1.78, -0.00, 1.20, 1.90, -1.18, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181193, 0, 04:36:21.193
121, 1.46, -0.81, 1.57, -1.01, -0.39, 1.19, 2.27, -1.91, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181197, 0, 04:36:21.197
122, 2.32, -0.48, 1.23, -0.31, -0.74, 1.00, 2.23, -2.31, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181201, 0, 04:36:21.201
123, 2.70, 0.30, 0.64, 0.43, -0.98, 0.43, 1.96, -2.40, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181205, 0, 04:36:21.205
124, 2.69, 1.17, 0.45, 0.79, -0.94, -0.28, 1.39, -1.93, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181209, 0, 04:36:21.209
125, 2.42, 2.05, 0.31, 0.95, -0.77, -1.18, 0.67, -1.34, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181213, 0, 04:36:21.213
126, 1.74, 2.66, 0.13, 0.81, -0.28, -1.83, 0.13, -0.53, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181217, 0, 04:36:21.217
127, 1.00, 3.01, 0.53, 0.51, 0.50, -2.23, -0.26, 0.37, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181221, 0, 04:36:21.221
128, 0.27, 2.89, 0.88, 0.19, 1.15, -2.37, -0.27, 1.24, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181225, 0, 04:36:21.225
129, -0.36, 2.30, 1.25, 0.01, 1.88, -2.02, -0.09, 1.70, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181229, 0, 04:36:21.229
130, -0.63, 1.55, 1.40, -0.04, 2.08, -1.36, 0.22, 1.95, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181233, 0, 04:36:21.233
131, -0.54, 0.50, 1.32, 0.30, 2.02, -0.40, 0.59, 1.75, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181237, 0, 04:36:21.237
132, -0.37, -0.49, 0.81, 0.76, 1.63, 0.46, 0.79, 1.26, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181241, 0, 04:36:21.241
133, -0.15, -1.18, 0.01, 1.38, 0.88, 1.26, 0.71, 0.84, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181245, 0, 04:36:21.245
134, 0.27, -1.64, -0.90, 1.84, -0.07, 1.73, 0.52, 0.46, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181249, 0, 04:36:21.249
135, 0.33, -1.76, -1.82, 2.19, -0.84, 1.83, -0.09, 0.30, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181253, 0, 04:36:21.253
136, 0.12, -1.58, -2.69, 2.33, -1.70, 1.60, -0.67, 0.25, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181257, 0, 04:36:21.257
137, -0.32, -1.33, -3.17, 2.13, -2.12, 1.24, -1.38, 0.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181261, 0, 04:36:21.261
138, -0.80, -0.88, -3.05, 1.36, -2.22, 0.52, -1.78, 0.84, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181265, 0, 04:36:21.265
139, -1.45, -0.40, -2.80, 0.30, -1.91, 0.03, -1.97, 1.27, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181269, 0, 04:36:21.269
140, -1.86, -0.43, -2.07, -0.72, -1.25, -0.38, -1.79, 1.49, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181273, 0, 04:36:21.273
141, -2.20, -0.47, -1.18, -1.69, -0.68, -0.51, -1.25, 1.47, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181277, 0, 04:36:21.277
142, -2.09, -0.85, -0.22, -2.51, -0.01, -0.48, -0.40, 1.01, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181281, 0, 04:36:21.281
143, -1.64, -1.23, 0.60, -2.74, 0.50, -0.20, 0.61, 0.25, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181285, 0, 04:36:21.285
144, -0.81, -1.63, 1.03, -2.76, 0.78, 0.22, 1.47, -0.56, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181289, 0, 04:36:21.289
145, 0.11, -1.74, 1.09, -2.35, 0.64, 0.46, 2.05, -1.60, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181293, 0, 04:36:21.293
146, 1.06, -1.64, 0.97, -1.71, 0.42, 0.49, 2.38, -2.38, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181297, 0, 04:36:21.297
147, 1.70, -1.22, 0.70, -0.94, 0.08, 0.43, 2.21, -2.97, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181301, 0, 04:36:21.301
148, 2.09, -0.51, 0.35, -0.41, -0.10, -0.19, 1.77, -3.06, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181305, 0, 04:36:21.305
149, 2.07, 0.45, 0.02, -0.04, -0.28, -0.88, 0.98, -2.80, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181309, 0, 04:36:21.309
150, 1.74, 1.27, 0.09, 0.20, 0.05, -1.57, 0.32, -2.09, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181313, 0, 04:36:21.313
151, 1.11, 2.06, 0.18, -0.01, 0.48, -2.12, -0.35, -1.18, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181317, 0, 04:36:21.317
152, 0.23, 2.55, 0.70, -0.17, 1.18, -2.62, -0.73, -0.31, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181321, 0, 04:36:21.321
153, -0.50, 2.47, 1.21, -0.37, 1.77, -2.43, -0.87, 0.50, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181325, 0, 04:36:21.325
154, -0.99, 2.02, 1.57, -0.55, 2.35, -2.08, -0.80, 1.09, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181329, 0, 04:36:21.329
155, -1.26, 1.25, 1.86, -0.44, 2.59, -1.23, -0.51, 1.26, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181333, 0, 04:36:21.333
156, -1.15, 0.28, 1.75, -0.11, 2.40, -0.27, -0.09, 1.15, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181337, 0, 04:36:21.337
157, -1.01, -0.54, 1.45, 0.55, 1.86, 0.90, 0.02, 0.95, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181341, 0, 04:36:21.341
158, -0.55, -1.08, 0.71, 1.12, 1.03, 1.70, 0.07, 0.56, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181345, 0, 04:36:21.345
159, -0.19, -1.53, -0.21, 1.85, 0.02, 2.26, -0.24, 0.27, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181349, 0, 04:36:21.349
160, -0.07, -1.54, -1.08, 2.31, -1.07, 2.50, -0.80, 0.20, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181353, 0, 04:36:21.353
161, -0.06, -1.22, -1.85, 2.54, -1.92, 2.37, -1.37, 0.34, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181357, 0, 04:36:21.357
162, -0.35, -0.79, -2.30, 2.28, -2.53, 1.95, -1.86, 0.66, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181361, 0, 04:36:21.361
163, -0.79, -0.29, -2.30, 1.77, -2.61, 1.39, -2.23, 1.10, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181365, 0, 04:36:21.365
164, -1.23, 0.16, -2.04, 0.80, -2.32, 0.81, -2.29, 1.60, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181369, 0, 04:36:21.369
165, -1.69, 0.30, -1.26, -0.09, -1.84, 0.34, -1.92, 1.96, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181373, 0, 04:36:21.373
166, -1.87, 0.23, -0.56, -1.03, -1.25, 0.22, -1.26, 1.96, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181377, 0, 04:36:21.377
167, -1.61, -0.06, 0.42, -1.73, -0.63, 0.34, -0.34, 1.61, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181381, 0, 04:36:21.381
168, -0.99, -0.40, 0.97, -2.01, -0.25, 0.52, 0.79, 0.95, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181385, 0, 04:36:21.385
169, -0.24, -0.80, 1.40, -1.94, 0.05, 0.88, 1.76, 0.16, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181389, 0, 04:36:21.389
170, 0.77, -1.00, 1.43, -1.52, 0.01, 1.04, 2.45, -0.81, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181393, 0, 04:36:21.393
171, 1.80, -0.88, 1.20, -0.91, -0.32, 1.01, 2.86, -1.57, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181397, 0, 04:36:21.397
172, 2.51, -0.52, 0.82, -0.24, -0.48, 0.76, 2.79, -2.08, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181401, 0, 04:36:21.401
173, 2.95, 0.14, 0.38, 0.36, -0.83, 0.03, 2.36, -2.28, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181405, 0, 04:36:21.405
174, 2.89, 0.99, -0.01, 0.66, -0.83, -0.72, 1.75, -1.95, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181409, 0, 04:36:21.409
175, 2.51, 1.79, -0.25, 0.85, -0.51, -1.47, 1.12, -1.38, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181413, 0, 04:36:21.413
176, 1.72, 2.36, -0.14, 0.57, 0.08, -2.18, 0.50, -0.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181417, 0, 04:36:21.417
177, 0.93, 2.64, 0.11, 0.27, 0.95, -2.61, 0.04, 0.18, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181421, 0, 04:36:21.421
178, 0.11, 2.47, 0.52, -0.06, 1.61, -2.79, -0.10, 0.96, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181425, 0, 04:36:21.425
179, -0.55, 1.93, 0.90, -0.31, 2.23, -2.43, -0.07, 1.41, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181429, 0, 04:36:21.429
180, -0.90, 1.16, 1.14, -0.47, 2.59, -1.71, 0.33, 1.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181433, 0, 04:36:21.433
181, -0.85, 0.15, 1.10, -0.15, 2.67, -0.76, 0.57, 1.38, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181437, 0, 04:36:21.437
182, -0.72, -0.81, 0.59, 0.34, 2.24, 0.17, 0.70, 0.98, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181441, 0, 04:36:21.441
183, -0.47, -1.57, -0.02, 0.92, 1.42, 1.04, 0.47, 0.51, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181445, 0, 04:36:21.445
184, -0.19, -2.02, -0.81, 1.56, 0.41, 1.59, 0.22, 0.05, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181449, 0, 04:36:21.449
185, -0.05, -2.08, -1.71, 1.85, -0.51, 1.80, -0.37, -0.09, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181453, 0, 04:36:21.453
186, -0.38, -1.84, -2.51, 1.87, -1.16, 1.58, -1.05, -0.00, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181457, 0, 04:36:21.457
187, -0.74, -1.41, -2.93, 1.72, -1.69, 1.20, -1.79, 0.16, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181461, 0, 04:36:21.461
188, -1.28, -0.97, -2.83, 1.00, -1.82, 0.66, -2.27, 0.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181465, 0, 04:36:21.465
189, -1.76, -0.52, -2.53, 0.04, -1.48, 0.13, -2.40, 0.95, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181469, 0, 04:36:21.469
190, -2.28, -0.38, -1.60, -0.89, -0.96, -0.23, -2.25, 1.25, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181473, 0, 04:36:21.473
191, -2.45, -0.41, -0.71, -1.74, -0.43, -0.25, -1.64, 1.20, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181477, 0, 04:36:21.477
192, -2.38, -0.67, 0.34, -2.52, 0.15, -0.08, -0.74, 0.81, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181481, 0, 04:36:21.481
193, -1.83, -1.02, 0.96, -2.63, 0.52, 0.28, 0.30, 0.18, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181485, 0, 04:36:21.485
194, -0.91, -1.36, 1.59, -2.66, 0.66, 0.70, 1.19, -0.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154181489, 0, 04:36:21.489
