%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
93, 47607.32, 10592.26, -3271.37, 3969.33, -5916.76, -18768.26, 29809.52, -47858.21, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357547, 0, 04:39:17.547
94, 40146.74, 24832.65, -5377.19, 6208.67, -356.59, -34632.82, 14271.59, -36446.14, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357551, 0, 04:39:17.551
95, 25158.58, 37133.85, -3335.59, 4770.63, 9691.03, -46899.79, 2383.92, -20033.91, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357555, 0, 04:39:17.555
96, 7532.14, 43060.44, 4397.14, -3455.11, 24823.42, -52404.97, -6597.13, -3822.79, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357559, 0, 04:39:17.559
97, -6644.78, 41011.42, 14256.85, -9548.64, 38979.05, -54871.26, -12061.45, 8947.82, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357563, 0, 04:39:17.563
98, -17081.65, 31659.41, 20821.69, -12931.33, 48459.11, -45449.20, -9216.47, 18746.81, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357567, 0, 04:39:17.567
99, -22711.08, 16992.63, 26456.65, -12458.61, 53741.38, -31863.76, -5578.86, 20088.69, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357571, 0, 04:39:17.571
100, -22905.21, -1015.21, 25212.81, -7930.02, 51849.37, -13929.37, 123.16, 17712.96, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357575, 0, 04:39:17.575
101, -18500.26, -16407.34, 20677.64, 2474.83, 43266.09, 7945.94, 1851.05, 11246.47, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357579, 0, 04:39:17.579
102, -12717.67, -27683.95, 7650.16, 15227.56, 27456.38, 22099.60, 1657.63, 3236.53, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357583, 0, 04:39:17.583
103, -6019.62, -36523.34, -8571.44, 28374.14, 8953.60, 33387.08, -4248.06, -4314.24, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357587, 0, 04:39:17.587
104, -4983.28, -36632.41, -23673.41, 35151.93, -9696.71, 38916.90, -14428.76, -5318.68, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357591, 0, 04:39:17.591
105, -6926.36, -28436.41, -37801.80, 38067.02, -26347.42, 36460.90, -26591.30, -3434.05, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357595, 0, 04:39:17.595
106, -11894.32, -21529.31, -44884.24, 35275.04, -36318.15, 30115.04, -41329.31, 3832.81, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357599, 0, 04:39:17.599
107, -22825.59, -10789.45, -45098.29, 22567.27, -39440.76, 20709.07, -49045.99, 10507.79, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357603, 0, 04:39:17.603
108, -30861.54, -2485.45, -37117.85, 6129.02, -35962.03, 11644.19, -47428.54, 19788.54, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357607, 0, 04:39:17.607
109, -38517.88, 1701.28, -21377.72, -10154.65, -27510.18, 5098.52, -43804.90, 27291.75, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357611, 0, 04:39:17.611
110, -41188.35, -632.43, -6368.30, -25582.49, -15643.01, 2731.43, -32201.43, 27290.69, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357615, 0, 04:39:17.615
111, -35499.28, -3790.84, 11467.62, -37734.91, -7802.89, 6512.38, -14968.43, 22138.80, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357619, 0, 04:39:17.619
112, -26450.76, -11278.14, 23898.87, -42929.72, 1974.76, 11605.04, 4455.68, 10891.01, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357623, 0, 04:39:17.623
113, -7596.95, -13318.01, 33443.95, -41561.24, 2893.02, 17884.55, 20932.15, -4201.30, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357627, 0, 04:39:17.627
114, 9736.38, -19232.76, 33715.83, -31398.79, 851.18, 24420.78, 35552.39, -19107.33, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357631, 0, 04:39:17.631
115, 27634.40, -15950.15, 30861.23, -17230.43, -4781.36, 23658.16, 43062.79, -34416.05, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357635, 0, 04:39:17.635
116, 43770.07, -7353.98, 23384.41, -5305.31, -12708.78, 19897.29, 42134.53, -43887.98, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357639, 0, 04:39:17.639
117, 51264.72, 5756.23, 16876.90, 7708.49, -17818.54, 9786.55, 35457.34, -43748.47, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357643, 0, 04:39:17.643
118, 52391.76, 24472.98, 8539.83, 15479.40, -18848.21, -4260.45, 27280.24, -38545.53, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357647, 0, 04:39:17.647
119, 46974.19, 41217.73, 4284.20, 17822.78, -13851.31, -20093.51, 12683.63, -25517.14, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357651, 0, 04:39:17.651
120, 35287.95, 50797.21, 6676.49, 16417.21, -3658.53, -34031.05, 2817.08, -8641.48, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357655, 0, 04:39:17.655
121, 19908.52, 55849.55, 13033.62, 11211.07, 8027.39, -42482.93, -3524.14, 7328.26, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357659, 0, 04:39:17.659
122, 7648.99, 53077.75, 16720.50, 5191.59, 22678.69, -44101.92, -4526.60, 21960.35, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357663, 0, 04:39:17.663
123, -2488.32, 45267.64, 23706.97, -85.63, 31335.87, -39765.42, -2245.04, 32071.70, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357667, 0, 04:39:17.667
124, -7504.80, 29762.62, 27129.94, -749.17, 39237.06, -24758.33, 5272.19, 34153.81, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357671, 0, 04:39:17.671
125, -8339.74, 11042.79, 24436.45, 5629.86, 39851.78, -8710.22, 10814.07, 32595.86, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357675, 0, 04:39:17.675
126, -3632.13, -6199.27, 15773.45, 13804.92, 30700.40, 8996.94, 13180.64, 23821.35, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357679, 0, 04:39:17.679
127, -762.19, -20515.66, 714.09, 26934.45, 16203.31, 22738.13, 13777.19, 15207.37, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357683, 0, 04:39:17.683
128, 5430.63, -29351.94, -14425.06, 37453.43, -906.14, 32696.80, 8161.77, 10332.02, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357687, 0, 04:39:17.687
129, 6516.90, -32260.20, -34652.83, 44463.12, -20255.52, 33463.02, -1896.37, 3248.97, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357691, 0, 04:39:17.691
130, 4339.96, -29664.85, -48168.06, 42838.54, -32416.57, 29652.92, -13752.03, 4927.80, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357695, 0, 04:39:17.695
131, -3935.07, -21237.62, -55667.72, 37968.23, -38651.23, 19556.52, -25773.05, 10987.92, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357699, 0, 04:39:17.699
132, -14471.17, -14085.87, -57547.55, 25232.54, -41054.21, 10339.51, -34628.99, 16119.75, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357703, 0, 04:39:17.703
133, -24312.27, -7410.55, -51547.82, 7208.28, -35174.31, -883.52, -37723.22, 23958.25, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357707, 0, 04:39:17.707
134, -35570.50, -5344.25, -38752.24, -13609.17, -26112.20, -8505.06, -33840.40, 27076.43, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357711, 0, 04:39:17.711
135, -39643.30, -9571.19, -21077.63, -30442.45, -12626.55, -10270.08, -24979.71, 25126.74, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357715, 0, 04:39:17.715
136, -38227.23, -15557.89, -4593.84, -45108.46, 1857.69, -9038.36, -6687.09, 17502.74, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357719, 0, 04:39:17.719
137, -29127.45, -22679.38, 10323.98, -51659.92, 9941.41, -4545.30, 10685.74, 2530.52, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357723, 0, 04:39:17.723
138, -14804.24, -29755.68, 17855.22, -52253.12, 11981.87, 5523.99, 25500.04, -12911.68, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357727, 0, 04:39:17.727
139, 2930.42, -31422.76, 22750.23, -42851.58, 11401.51, 8324.72, 38096.98, -30292.64, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357731, 0, 04:39:17.731
140, 20537.08, -29575.05, 19714.92, -31816.97, 7210.91, 8649.85, 43185.55, -45628.08, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357735, 0, 04:39:17.735
141, 34256.79, -20602.79, 13902.13, -17994.07, 230.33, 5091.86, 41086.47, -53464.39, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357739, 0, 04:39:17.739
142, 40159.88, -7657.92, 8306.63, -6659.41, -5014.06, -3505.16, 31598.47, -57727.98, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357743, 0, 04:39:17.743
143, 40088.78, 8763.29, 1784.79, 904.84, -4246.44, -16151.53, 18471.13, -51883.02, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357747, 0, 04:39:17.747
144, 31258.70, 26135.44, 444.64, 3364.92, 444.94, -28474.46, 5027.23, -39196.08, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357751, 0, 04:39:17.751
145, 19810.18, 38623.19, 4029.99, 2229.58, 9241.44, -41145.31, -8095.10, -23377.38, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357755, 0, 04:39:17.755
146, 6137.15, 45344.66, 11602.52, -3327.69, 21418.21, -45816.27, -15233.25, -6666.49, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357759, 0, 04:39:17.759
147, -7512.77, 46153.27, 20849.53, -9452.37, 31705.54, -47167.33, -18653.48, 8262.43, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357763, 0, 04:39:17.763
148, -17957.67, 37132.57, 28567.20, -10433.75, 42964.50, -38204.17, -14825.15, 18144.81, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357767, 0, 04:39:17.767
149, -21890.53, 23244.58, 32358.06, -10196.93, 47167.38, -23031.37, -11831.19, 22995.84, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357771, 0, 04:39:17.771
150, -21240.33, 6405.85, 32892.82, -4209.89, 44718.69, -4275.66, -3734.82, 20987.90, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357775, 0, 04:39:17.775
151, -15330.78, -8105.43, 26539.34, 6827.67, 34631.95, 15067.13, -509.66, 16302.10, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357779, 0, 04:39:17.779
152, -8848.02, -19924.18, 13466.87, 21097.49, 18213.08, 30148.88, 247.84, 8109.94, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357783, 0, 04:39:17.783
153, -2829.27, -27661.65, -2066.94, 33384.37, -3284.29, 41376.86, -6163.84, 3712.96, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357787, 0, 04:39:17.787
154, 1290.81, -26702.40, -18385.26, 40690.54, -19031.59, 43264.95, -14427.32, 3009.97, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357791, 0, 04:39:17.791
155, -2561.58, -24301.29, -33590.36, 45359.57, -35821.91, 42528.84, -25680.28, 3977.19, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357795, 0, 04:39:17.795
156, -5161.49, -13897.77, -41524.17, 42641.80, -47504.87, 35680.32, -35961.24, 12390.78, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357799, 0, 04:39:17.799
157, -17422.46, -4505.86, -43212.29, 30221.42, -48630.85, 24889.10, -44277.23, 19846.84, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357803, 0, 04:39:17.803
158, -25208.25, 2212.20, -36082.73, 14403.65, -45373.80, 13701.60, -43812.83, 28340.25, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357807, 0, 04:39:17.807
159, -30647.16, 8257.99, -23684.74, -2708.29, -36130.28, 7779.91, -39836.94, 34147.72, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357811, 0, 04:39:17.811
160, -33227.66, 4684.37, -8925.21, -19767.58, -24802.34, 2776.02, -25824.49, 34149.86, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357815, 0, 04:39:17.815
161, -30862.25, -1039.31, 6404.03, -31942.05, -12602.34, 3750.26, -8712.77, 26695.72, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357819, 0, 04:39:17.819
162, -20012.92, -8146.46, 18035.77, -41070.29, -5836.39, 8409.40, 13197.91, 17272.54, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357823, 0, 04:39:17.823
163, -2407.40, -16842.00, 25293.98, -35662.50, -2697.04, 13177.22, 31052.57, 2399.86, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357827, 0, 04:39:17.827
164, 14423.78, -19432.85, 25992.07, -28904.47, -1900.60, 18309.00, 44599.48, -16278.02, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357831, 0, 04:39:17.831
165, 34625.42, -16433.52, 22320.48, -15549.48, -7445.58, 17561.04, 52124.17, -31181.49, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357835, 0, 04:39:17.835
166, 46457.14, -10576.83, 13105.09, -5630.42, -12721.77, 12039.08, 49660.12, -41571.10, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357839, 0, 04:39:17.839
167, 54088.35, 1498.12, 4705.98, 4317.20, -15560.25, 79.76, 43009.49, -43006.98, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357843, 0, 04:39:17.843
168, 54696.53, 18409.85, -4197.45, 12463.29, -16375.48, -14367.87, 30747.19, -39120.65, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357847, 0, 04:39:17.847
169, 45627.36, 33169.17, -3737.69, 13573.17, -10657.48, -32020.86, 17506.79, -27539.09, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357851, 0, 04:39:17.851
170, 31467.81, 43638.26, -3932.34, 10975.76, 521.40, -43384.38, 7292.99, -13974.65, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357855, 0, 04:39:17.855
171, 16602.09, 47795.74, 2186.86, 4898.93, 12724.12, -52108.36, 461.15, 2750.26, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357859, 0, 04:39:17.859
172, 1737.89, 45410.80, 10706.83, -3071.95, 28744.47, -54505.48, -4333.83, 16788.82, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357863, 0, 04:39:17.863
173, -10887.09, 34925.69, 16787.09, -8026.48, 39861.98, -47279.07, -1313.34, 25520.63, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357867, 0, 04:39:17.867
174, -16228.47, 19089.92, 21645.03, -8040.00, 47954.80, -34433.62, 2908.46, 27688.05, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357871, 0, 04:39:17.871
175, -17612.92, 596.84, 17839.39, -4452.25, 47255.81, -15490.63, 7864.81, 21900.24, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357875, 0, 04:39:17.875
176, -12934.95, -16859.73, 13509.42, 4096.89, 39291.52, 81.29, 10428.59, 14445.14, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357879, 0, 04:39:17.879
177, -8579.95, -31318.41, -563.23, 16348.03, 23516.75, 16890.79, 8302.46, 7347.03, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357883, 0, 04:39:17.883
178, -4442.47, -39988.50, -17521.78, 27198.41, 7301.84, 26046.87, -1185.63, -1352.24, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357887, 0, 04:39:17.887
179, -2919.40, -40017.20, -32829.11, 34335.14, -11376.48, 30318.88, -7630.25, -3864.16, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357891, 0, 04:39:17.891
180, -5674.51, -35808.46, -48350.67, 34755.03, -24962.32, 28371.40, -22871.18, -5430.69, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357895, 0, 04:39:17.895
181, -12791.83, -26596.74, -54856.74, 27564.95, -35845.68, 20350.37, -35213.89, 820.63, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357899, 0, 04:39:17.899
182, -24706.78, -19788.14, -53014.87, 17224.73, -37091.84, 10619.83, -44371.63, 8344.64, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357903, 0, 04:39:17.903
183, -35797.41, -11775.53, -47941.65, -187.78, -30006.85, 1607.16, -48034.07, 16274.80, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357907, 0, 04:39:17.907
184, -42591.95, -8285.34, -31651.34, -18304.14, -21217.54, -5324.13, -43053.51, 19673.17, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357911, 0, 04:39:17.911
185, -47587.61, -9707.14, -14098.50, -35791.66, -10253.22, -5739.99, -32298.02, 18608.62, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357915, 0, 04:39:17.915
186, -45421.92, -13444.14, 4838.89, -47434.03, -52.48, -3764.30, -16801.17, 14207.05, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357919, 0, 04:39:17.919
187, -33775.08, -19803.29, 16326.22, -53634.75, 7056.57, 2792.18, 2155.38, 2605.53, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357923, 0, 04:39:17.923
188, -18105.03, -25733.42, 28435.69, -51609.42, 10606.63, 10605.30, 18851.57, -12644.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357927, 0, 04:39:17.927
189, -1187.47, -28318.80, 29624.19, -40587.28, 7700.56, 16233.66, 32088.40, -30343.60, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357931, 0, 04:39:17.931
190, 18695.85, -25127.28, 27252.73, -29403.94, 3461.54, 18335.65, 35906.85, -43323.91, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357935, 0, 04:39:17.935
191, 33794.40, -16761.44, 20441.97, -14168.11, -5095.43, 14419.08, 34987.70, -52071.02, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357939, 0, 04:39:17.939
192, 41884.15, -1918.87, 13417.91, -705.12, -10364.55, 5611.09, 28692.21, -52436.16, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357943, 0, 04:39:17.943
193, 43059.54, 15439.29, 9234.28, 7821.84, -13295.24, -7843.03, 15856.99, -46974.85, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357947, 0, 04:39:17.947
194, 35146.13, 31918.40, 6014.31, 11170.03, -8973.30, -22431.04, 2993.80, -35222.65, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357951, 0, 04:39:17.951
195, 25351.37, 46650.20, 10124.41, 9488.23, -166.00, -34703.13, -7380.97, -16528.79, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357955, 0, 04:39:17.955
196, 11137.86, 54413.98, 15070.03, 5601.25, 11026.54, -41973.35, -13378.08, 1565.17, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357959, 0, 04:39:17.959
197, -1842.14, 51946.35, 22560.74, 1388.93, 23303.59, -39133.06, -14597.87, 17379.15, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357963, 0, 04:39:17.963
198, -9932.72, 44799.82, 30273.84, -2176.63, 34012.53, -35416.76, -11189.94, 26009.92, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357967, 0, 04:39:17.967
199, -13526.62, 29555.64, 34568.93, -2887.73, 39902.01, -18880.61, -5429.33, 31352.03, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357971, 0, 04:39:17.971
200, -12051.57, 13088.00, 31951.31, 4338.08, 36633.34, -3258.43, 3074.37, 30837.67, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357975, 0, 04:39:17.975
201, -7192.07, -4017.92, 23750.22, 15632.12, 28262.32, 16474.10, 8291.11, 24308.77, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357979, 0, 04:39:17.979
202, -1366.25, -16204.75, 10189.55, 26855.18, 12669.21, 28653.45, 5991.54, 16897.65, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357983, 0, 04:39:17.983
203, 5226.32, -25084.87, -7135.74, 40564.49, -5309.38, 40058.17, 1870.87, 12768.64, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357987, 0, 04:39:17.987
204, 8513.77, -25068.66, -26440.85, 47152.75, -25070.70, 44313.54, -4665.77, 7379.61, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357991, 0, 04:39:17.991
205, 6207.33, -22181.86, -42208.69, 49269.77, -39520.11, 39669.16, -15353.27, 10963.99, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357995, 0, 04:39:17.995
206, -218.70, -15141.29, -50526.26, 44869.61, -48279.87, 29598.30, -29381.70, 16271.20, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154357999, 0, 04:39:17.999
207, -9371.39, -7613.77, -51979.07, 31435.22, -49108.91, 16508.94, -34160.77, 22910.38, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154358003, 0, 04:39:18.003
208, -20790.84, -251.09, -47852.12, 14363.04, -43455.37, 5811.02, -35004.34, 30497.88, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154358007, 0, 04:39:18.007
209, -29979.33, 2396.68, -35354.11, -4494.37, -33477.16, -63.44, -31770.50, 34839.01, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154358011, 0, 04:39:18.011
210, -33604.12, -700.86, -19728.71, -24710.07, -19884.62, -5358.57, -17530.57, 34088.17, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154358015, 0, 04:39:18.015
211, -30194.92, -5409.92, -3608.03, -37263.78, -8887.77, -4257.69, -2202.76, 26116.94, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154358019, 0, 04:39:18.019
212, -21614.79, -14487.49, 8665.52, -43205.51, 1436.85, 283.15, 16897.23, 13067.63, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774154358023, 0, 04:39:18.023
